dataset,system,case_id,fault_type,root_cause,window_type,model,eval_windows,n_entities,n_steps,n_metrics,target_metric_name,target_metric_role,cost_label,train_window_scope,normal_eval_scope,train_end,normal_eval_start,normal_eval_gap_steps,scaler_fit_scope,eval_window_crosses_injection,train_windows,heldout_normal_windows,fault_windows,input_len,pred_len,p95_latency_ms,mse,mae,capacity_cost,decision_cost,under_rate,peak_miss
RE2-OB,online_boutique,currencyservice_mem_rep1,mem,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2184050070354715,52.13694763183594,4.201549530029297,2.9262607097625732,2.9262607097625732,0.46472868217054264,0.46472868217054264
RE2-OB,online_boutique,currencyservice_mem_rep1,mem,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.6590700019150972,0.35975685715675354,0.45005369186401367,1.270435094833374,1.270435094833374,0.7166666666666667,0.7166666666666667
RE2-OB,online_boutique,currencyservice_mem_rep1,mem,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.6590700019150972,42.6915283203125,3.793743133544922,2.4546821117401123,2.4546821117401123,0.8472868217054264,0.8472868217054264
RE2-OB,online_boutique,currencyservice_mem_rep2,mem,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07912500004749744,0.4869445264339447,0.6072195172309875,2.041018009185791,2.041018009185791,0.25,0.25
RE2-OB,online_boutique,currencyservice_mem_rep2,mem,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07912500004749744,47.70362091064453,3.9985861778259277,2.842273235321045,2.842273235321045,0.41550387596899224,0.41550387596899224
RE2-OB,online_boutique,currencyservice_mem_rep2,mem,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2817499975208193,0.49933186173439026,0.5126510858535767,1.785601258277893,1.785601258277893,0.3,0.3
RE2-OB,online_boutique,currencyservice_mem_rep2,mem,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2817499975208193,50.301204681396484,4.007025241851807,2.5053558349609375,2.5053558349609375,0.4720930232558139,0.4720930232558139
RE2-OB,online_boutique,currencyservice_mem_rep2,mem,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,3.7990799930412287,0.21349720656871796,0.37569788098335266,1.0492193698883057,1.0492193698883057,0.6,0.6
RE2-OB,online_boutique,currencyservice_mem_rep2,mem,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,3.7990799930412287,39.25728988647461,3.6522717475891113,2.5402612686157227,2.5402612686157227,0.7891472868217054,0.7891472868217054
RE2-OB,online_boutique,currencyservice_mem_rep3,mem,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.09110499522648752,0.634040117263794,0.7702147364616394,3.9788336753845215,3.9788336753845215,0.15,0.15
RE2-OB,online_boutique,currencyservice_mem_rep3,mem,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.09110499522648752,22.176965713500977,2.880664348602295,4.028658390045166,4.028658390045166,0.3693798449612403,0.3693798449612403
RE2-OB,online_boutique,currencyservice_mem_rep3,mem,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.7948250015033407,0.5554906725883484,0.6824315786361694,3.485945463180542,3.485945463180542,0.18333333333333332,0.18333333333333332
RE2-OB,online_boutique,currencyservice_mem_rep3,mem,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.7948250015033407,23.721694946289062,2.8804900646209717,3.6836273670196533,3.6836273670196533,0.3751937984496124,0.3751937984496124
RE2-OB,online_boutique,currencyservice_mem_rep3,mem,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.2025300413370128,0.17019781470298767,0.3125503659248352,1.0374680757522583,1.0374680757522583,0.4666666666666667,0.4666666666666667
RE2-OB,online_boutique,currencyservice_mem_rep3,mem,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.2025300413370128,17.10552406311035,2.3443422317504883,2.399815320968628,2.399815320968628,0.8073643410852713,0.8073643410852713
RE2-OB,online_boutique,currencyservice_delay_rep1,delay,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.12041498557664454,9.07352066040039,1.4479833841323853,2.32254958152771,2.32254958152771,0.35,0.35
RE2-OB,online_boutique,currencyservice_delay_rep1,delay,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.12041498557664454,26.569591522216797,2.5545947551727295,2.276416778564453,2.276416778564453,0.3,0.3
RE2-OB,online_boutique,currencyservice_delay_rep1,delay,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.438485015183687,11.177189826965332,1.639682412147522,2.7561862468719482,2.7561862468719482,0.35,0.35
RE2-OB,online_boutique,currencyservice_delay_rep1,delay,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.438485015183687,57.89769744873047,3.941214084625244,3.1815884113311768,3.1815884113311768,0.3116279069767442,0.3116279069767442
RE2-OB,online_boutique,currencyservice_delay_rep1,delay,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9829600050579756,7.772426128387451,1.2087398767471313,1.6296296119689941,1.6296296119689941,0.7666666666666667,0.7666666666666667
RE2-OB,online_boutique,currencyservice_delay_rep1,delay,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.9829600050579756,33.328617095947266,2.8431780338287354,1.412708044052124,1.412708044052124,0.8046511627906977,0.8046511627906977
RE2-OB,online_boutique,currencyservice_delay_rep2,delay,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.0986400118563324,1.0574995279312134,0.8053908944129944,1.3092836141586304,1.3092836141586304,0.18333333333333332,0.18333333333333332
RE2-OB,online_boutique,currencyservice_delay_rep2,delay,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.0986400118563324,243.28140258789062,7.59840726852417,1.9674816131591797,1.9674816131591797,0.31666666666666665,0.31666666666666665
RE2-OB,online_boutique,currencyservice_delay_rep2,delay,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.3604799974709748,0.9760496020317078,0.7951129674911499,1.326104998588562,1.326104998588562,0.25,0.25
RE2-OB,online_boutique,currencyservice_delay_rep2,delay,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.3604799974709748,314.17413330078125,8.660401344299316,2.1779816150665283,2.1779816150665283,0.3333333333333333,0.3333333333333333
RE2-OB,online_boutique,currencyservice_delay_rep2,delay,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,2.5561950169503684,0.5834748148918152,0.5433536767959595,0.9578189849853516,0.9578189849853516,0.7,0.7
RE2-OB,online_boutique,currencyservice_delay_rep2,delay,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,2.5561950169503684,269.49127197265625,7.825718402862549,1.79237961769104,1.79237961769104,0.8674418604651163,0.8674418604651163
RE2-OB,online_boutique,currencyservice_delay_rep3,delay,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.1879649906186386,0.5836490392684937,0.5124464631080627,1.5617989301681519,1.5617989301681519,0.25,0.25
RE2-OB,online_boutique,currencyservice_delay_rep3,delay,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.1879649906186386,53.61380386352539,3.6790826320648193,2.124802589416504,2.124802589416504,0.3321705426356589,0.3321705426356589
RE2-OB,online_boutique,currencyservice_delay_rep3,delay,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.29295999265741557,0.5696395635604858,0.5402019619941711,1.7697548866271973,1.7697548866271973,0.3,0.3
RE2-OB,online_boutique,currencyservice_delay_rep3,delay,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.29295999265741557,57.051536560058594,3.7487380504608154,2.1603000164031982,2.1603000164031982,0.3682170542635659,0.3682170542635659
RE2-OB,online_boutique,currencyservice_delay_rep3,delay,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.437195000471547,0.37937435507774353,0.5042442083358765,1.1017543077468872,1.1017543077468872,0.7166666666666667,0.7166666666666667
RE2-OB,online_boutique,currencyservice_delay_rep3,delay,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.437195000471547,43.19283676147461,3.3563613891601562,1.5752677917480469,1.5752677917480469,0.8755813953488372,0.8755813953488372
RE2-OB,online_boutique,currencyservice_loss_rep1,loss,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.0953600014327094,0.7459037899971008,0.6298090219497681,3.511284828186035,3.511284828186035,0.36666666666666664,0.36666666666666664
RE2-OB,online_boutique,currencyservice_loss_rep1,loss,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.0953600014327094,455.0686950683594,8.52994441986084,4.205853462219238,4.205853462219238,0.29651162790697677,0.29651162790697677
RE2-OB,online_boutique,currencyservice_loss_rep1,loss,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.35897999478038384,0.9069784879684448,0.8434293866157532,6.467709064483643,6.467709064483643,0.35,0.35
RE2-OB,online_boutique,currencyservice_loss_rep1,loss,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.35897999478038384,406.03350830078125,7.994544982910156,7.626454830169678,7.626454830169678,0.26705426356589146,0.26705426356589146
RE2-OB,online_boutique,currencyservice_loss_rep1,loss,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.0258449969114736,0.5196957588195801,0.532038152217865,1.9249136447906494,1.9249136447906494,0.6833333333333333,0.6833333333333333
RE2-OB,online_boutique,currencyservice_loss_rep1,loss,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.0258449969114736,383.4379577636719,7.601136207580566,2.8466854095458984,2.8466854095458984,0.8201550387596899,0.8201550387596899
RE2-OB,online_boutique,currencyservice_loss_rep2,loss,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07028001127764583,0.4105297327041626,0.4352808892726898,1.089638590812683,1.089638590812683,0.25,0.25
RE2-OB,online_boutique,currencyservice_loss_rep2,loss,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07028001127764583,4460.52294921875,25.84754753112793,2.353573799133301,2.353573799133301,0.47945736434108527,0.47945736434108527
RE2-OB,online_boutique,currencyservice_loss_rep2,loss,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2598249964648857,0.6713375449180603,0.7393149733543396,1.606535792350769,1.606535792350769,0.18333333333333332,0.18333333333333332
RE2-OB,online_boutique,currencyservice_loss_rep2,loss,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2598249964648857,4322.7666015625,25.28150749206543,2.614603042602539,2.614603042602539,0.4352713178294574,0.4352713178294574
RE2-OB,online_boutique,currencyservice_loss_rep2,loss,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,2.279075011028908,0.3043988347053528,0.4736117124557495,0.8550451993942261,0.8550451993942261,0.7,0.7
RE2-OB,online_boutique,currencyservice_loss_rep2,loss,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,2.279075011028908,4268.3623046875,24.967878341674805,2.2466020584106445,2.2466020584106445,0.896124031007752,0.896124031007752
RE2-OB,online_boutique,currencyservice_loss_rep3,loss,currencyservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.1381949812639504,0.43611449003219604,0.4958891272544861,2.3949010372161865,2.3949010372161865,0.3333333333333333,0.3333333333333333
RE2-OB,online_boutique,currencyservice_loss_rep3,loss,currencyservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.1381949812639504,1275.454833984375,12.17684555053711,2.705606460571289,2.705606460571289,0.4562015503875969,0.4562015503875969
RE2-OB,online_boutique,currencyservice_loss_rep3,loss,currencyservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.5626499924110235,0.46689921617507935,0.5721353888511658,2.828094005584717,2.828094005584717,0.2833333333333333,0.2833333333333333
RE2-OB,online_boutique,currencyservice_loss_rep3,loss,currencyservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.5626499924110235,1293.05810546875,12.16869068145752,2.9735612869262695,2.9735612869262695,0.4310077519379845,0.4310077519379845
RE2-OB,online_boutique,currencyservice_loss_rep3,loss,currencyservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,6.654619975597597,0.14341285824775696,0.3100316822528839,1.5736358165740967,1.5736358165740967,0.2833333333333333,0.2833333333333333
RE2-OB,online_boutique,currencyservice_loss_rep3,loss,currencyservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,6.654619975597597,1253.1058349609375,11.873116493225098,2.73242449760437,2.73242449760437,0.5662790697674419,0.5662790697674419
RE2-OB,online_boutique,emailservice_cpu_rep1,cpu,emailservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.15089502267073837,0.3091013729572296,0.47295352816581726,4.967036247253418,4.967036247253418,0.2833333333333333,0.2833333333333333
RE2-OB,online_boutique,emailservice_cpu_rep1,cpu,emailservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.15089502267073837,0.6915571689605713,0.5992186665534973,4.9022321701049805,4.9022321701049805,0.30387596899224806,0.30387596899224806
RE2-OB,online_boutique,emailservice_cpu_rep1,cpu,emailservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.5754150013672186,0.36323586106300354,0.5577666759490967,6.684876918792725,6.684876918792725,0.2,0.2
RE2-OB,online_boutique,emailservice_cpu_rep1,cpu,emailservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.5754150013672186,0.7235599756240845,0.6811410784721375,6.64055061340332,6.64055061340332,0.274031007751938,0.274031007751938
RE2-OB,online_boutique,emailservice_cpu_rep1,cpu,emailservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.3617899996461347,0.22732318937778473,0.4156973958015442,1.9897836446762085,1.9897836446762085,0.55,0.55
RE2-OB,online_boutique,emailservice_cpu_rep1,cpu,emailservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,1.3617899996461347,0.3596053123474121,0.4709954261779785,2.4746224880218506,2.4746224880218506,0.5678294573643411,0.5678294573643411
RE2-OB,online_boutique,emailservice_cpu_rep2,cpu,emailservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.08280499023385346,0.4243837893009186,0.5764526724815369,3.534005641937256,3.534005641937256,0.15,0.15
RE2-OB,online_boutique,emailservice_cpu_rep2,cpu,emailservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.08280499023385346,0.7346084117889404,0.6659935116767883,3.471992254257202,3.471992254257202,0.1748062015503876,0.1748062015503876
RE2-OB,online_boutique,emailservice_cpu_rep2,cpu,emailservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.3306200203951448,0.567927360534668,0.608849287033081,3.6393868923187256,3.6393868923187256,0.23333333333333334,0.23333333333333334
RE2-OB,online_boutique,emailservice_cpu_rep2,cpu,emailservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.3306200203951448,0.7844228148460388,0.6590825319290161,3.3965790271759033,3.3965790271759033,0.25813953488372093,0.25813953488372093
RE2-OB,online_boutique,emailservice_cpu_rep2,cpu,emailservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.8967050234787166,0.08315539360046387,0.24219511449337006,1.1372867822647095,1.1372867822647095,0.5333333333333333,0.5333333333333333
RE2-OB,online_boutique,emailservice_cpu_rep2,cpu,emailservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.8967050234787166,0.3675065338611603,0.33338600397109985,1.3967640399932861,1.3967640399932861,0.4941860465116279,0.4941860465116279
RE2-OB,online_boutique,emailservice_cpu_rep3,cpu,emailservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07860502228140831,0.4951618015766144,0.6444165706634521,2.3586084842681885,2.3586084842681885,0.16666666666666666,0.16666666666666666
RE2-OB,online_boutique,emailservice_cpu_rep3,cpu,emailservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07860502228140831,0.692969799041748,0.7144669890403748,2.3837180137634277,2.3837180137634277,0.1930232558139535,0.1930232558139535
RE2-OB,online_boutique,emailservice_cpu_rep3,cpu,emailservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2332099771592766,0.6169583201408386,0.7516941428184509,2.7640349864959717,2.7640349864959717,0.23333333333333334,0.23333333333333334
RE2-OB,online_boutique,emailservice_cpu_rep3,cpu,emailservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.2332099771592766,0.8936039805412292,0.8253083825111389,2.72994065284729,2.72994065284729,0.22713178294573644,0.22713178294573644
RE2-OB,online_boutique,emailservice_cpu_rep3,cpu,emailservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.7706599950324744,0.12419984489679337,0.28642380237579346,0.7016037106513977,0.7016037106513977,0.4666666666666667,0.4666666666666667
RE2-OB,online_boutique,emailservice_cpu_rep3,cpu,emailservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.7706599950324744,0.19412706792354584,0.34049680829048157,1.0339406728744507,1.0339406728744507,0.5081395348837209,0.5081395348837209
RE2-OB,online_boutique,emailservice_mem_rep1,mem,emailservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07011998386587948,1.231902003288269,0.8260520100593567,2.1152994632720947,2.1152994632720947,0.26666666666666666,0.26666666666666666
RE2-OB,online_boutique,emailservice_mem_rep1,mem,emailservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.07011998386587948,66.40082550048828,4.554605960845947,2.6892852783203125,2.6892852783203125,0.45503875968992247,0.45503875968992247
RE2-OB,online_boutique,emailservice_mem_rep1,mem,emailservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.25005998322740197,1.381268858909607,0.9815943241119385,2.6556859016418457,2.6556859016418457,0.21666666666666667,0.21666666666666667
RE2-OB,online_boutique,emailservice_mem_rep1,mem,emailservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.25005998322740197,65.32440185546875,4.635667324066162,3.0351548194885254,3.0351548194885254,0.4174418604651163,0.4174418604651163
RE2-OB,online_boutique,emailservice_mem_rep1,mem,emailservice,normal,patchtst,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.742914993315935,0.37589433789253235,0.479585736989975,1.0331826210021973,1.0331826210021973,0.6333333333333333,0.6333333333333333
RE2-OB,online_boutique,emailservice_mem_rep1,mem,emailservice,fault,patchtst,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.742914993315935,57.310306549072266,4.162290573120117,2.216569662094116,2.216569662094116,0.7585271317829457,0.7585271317829457
RE2-OB,online_boutique,emailservice_mem_rep2,mem,emailservice,normal,dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.06643498199991882,0.8523573279380798,0.741867184638977,2.68330717086792,2.68330717086792,0.16666666666666666,0.16666666666666666
RE2-OB,online_boutique,emailservice_mem_rep2,mem,emailservice,fault,dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.06643498199991882,59.688594818115234,4.132280349731445,2.8977444171905518,2.8977444171905518,0.3492248062015504,0.3492248062015504
RE2-OB,online_boutique,emailservice_mem_rep2,mem,emailservice,normal,race_dlinear,10,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.30024502193555236,0.3714607357978821,0.553869366645813,2.108898639678955,2.108898639678955,0.25,0.25
RE2-OB,online_boutique,emailservice_mem_rep2,mem,emailservice,fault,race_dlinear,430,10,144,12,istio_latency_99,latency,decision_cost,pre_injection_only,held_out_pre_injection_normal,36,42,6,train_normal_only,False,70,10,430,24,6,0.30024502193555236,40.96579360961914,3.666602373123169,2.641408920288086,2.641408920288086,0.40232558139534885,0.40232558139534885
